Unnamed: 0,File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1050,1.0,D94,0,6.402882397381949e-05,0,2.412207399802935e-05,0,0,0,0.4999187136668698,0,0,0,0,0,0,8.745446106759931e-07,0.0206305062350249,0,0,0,0,0.3829822725725256,0,0,4,6.76558884103043e-35,"[""winword.exe""]",0,0,0.000635708814625,0,0,0.0012051969198463,0,0.0035458440263768,0.0010291610110206,2.7824774114025603e-09,0,0,0,1.0,0,0.0638198823703698,0,meeting_request,0.0317661665515233,0,0,0,0,0.0,0,fail,temperror,none,1,TLS 1.1,0,0,0,0,0,0.0115627693380629,valid,2.756878466016912e-09,2.062348381258737e-07,0,1,0
1051,1.0,D95,0,5.808280703747101e-05,0,0.5582492789620832,0,0,0,0.0732661949221193,0,0,0,0,0,0,0.0147151700437648,0.0642871303626198,0,0,0,0,0.3987067979031469,0,1,4,7.846910952567531e-42,"[""winword.exe""]",0,0,0.0010611762454219,0,0,4.491213809876128e-06,0,2.1479325643281372e-05,0.0095279638010179,0.0166125169047217,0,0,0,1.0,0,0.1813531922214692,0,none,2.026343943404776e-07,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,0,0,0,0,0,1.1616976537848285e-05,self signed,0.0045332646425712,7.384628757906004e-08,0,1,0
1052,0.0,D96,0,0.0065785718271189,0,0.1334884410887879,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.7385353113969568,0,0,2.2844533063178437e-06,0,0.0120591560503796,0.013015835991594,0.0030794029933815,0,0,0,1.0,0,0.0364536967633713,0,none,0.1769324064139138,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.2,4,0,0,0,0,0.1030226862969207,valid,4.920752069250066e-05,0.1259055113262492,0,1,0
1053,1.0,D97,0,5.428710563088936e-08,0,0.0008998401327976,0,0,0,0.0409420785556741,1,0,0,0,1,0,0.0096827523915225,0.0704399281644464,0,0,0,0,0.8679838478963403,0,4,5,1.7156651951887152e-139,"[""outlook.exe""]",0,0,0.1909329635500379,0,0,0.0090920219122759,0,0.311855606278667,3.5348065793845363e-06,0.0128856997146552,0,0,0,1.0,0,1.5317562828671922e-05,0,legal_threat,1.0049307468443932e-13,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.1,3,0,0,0,0,0.0555587970218602,valid,0.3599372715243507,0.0510390888433798,0,1,0
1054,1.0,D98,0,0.4295398392845388,0,0.0011833717547576,0,0,0,0.1484103384666265,0,0,0,0,0,0,0.0055279470414436,0.3386629199771587,0,0,0,0,0.5736035338532108,0,1,4,8.546987483017042e-57,"[""acrobat.exe""]",0,0,0.0119227513831612,0,0,0.0048180486165608,0,0.2981874179159985,0.000185660625611,0.1463097123637229,1,0,0,1.0,0,0.8807673650782063,0,link_click,9.632317333332429e-20,0,0,0,0,0.0,0,pass,temperror,fail,1,TLS 1.2,1,0,0,0,0,6.716280082923723e-14,valid,2.61568681227594e-05,0.0001121327849224,0,1,0
1055,0.0,D99,0,0.7165941310108256,0,0.0005907978928543,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.8871563110602744,0,0,2.2666823752628346e-15,0,0.0008709146831548,0.0217003627764785,0.008090970707581,0,0,0,1.0,0,4.236451877832692e-12,0,bank_detail_update,0.0002579988660891,0,0,0,0,0.0,0,softfail,neutral,none,1,TLS 1.3,0,1,0,0,0,0.047112471800466,expired,1.155422986084389e-05,1.1990596997082846e-06,0,1,0
1056,1.0,D100,0,2.2621786970408492e-10,0,0.0088252460138711,1,0,0,0.1695066586121771,0,0,0,0,0,0,0.0438021932945887,0.000616933148281,1,0,0,0,0.8834174585239785,0,0,4,2.156576291413434e-68,"[""winword.exe"", ""powershell.exe""]",0,0,3.990288671566844e-09,0,0,0.0019957259710706,0,8.011271521246518e-13,0.0015835243855678,0.0001607713797584,0,0,0,1.0,0,1.772031456132532e-05,0,vpn_or_mfa_reset,0.0092602874710216,0,0,0,0,0.0,0,fail,fail,pass,1,TLS 1.2,1,0,0,0,0,0.7910401871568042,valid,0.0577020051657982,5.734321343889179e-09,0,1,0
1057,0.0,D93,0,0.0606618107324216,0,0.0117165512050133,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,7.617241063583339e-05,0,0,0.773903738493216,0,0.0009378110007557,0.4159418286957089,0.3395254991488758,0,0,0,1.0,0,0.0527898986115558,0,sensitive_data_request,1.027703212478296e-27,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,2,0,0,0,0,5.858876521926676e-09,valid,0.0242668457789412,0.0006273899552564,0,1,0
1058,1.0,D94,0,9.098268993383758e-11,0,0.3274787456474358,0,0,0,0.1797922912809864,0,0,0,0,0,0,0.0047509612814371,0.0067617531093242,0,0,0,0,0.7450622456815063,0,1,7,7.80957796282368e-172,"[""winword.exe""]",0,0,0.0236160502314387,0,0,1.7761489510570298e-05,0,0.764638039481504,0.005238437933715,8.753170043072095e-05,0,0,0,1.0,0,0.0022037269214591,0,meeting_request,0.2457608107982737,0,0,0,0,0.0,0,fail,pass,none,1,TLS 1.3,0,0,0,0,0,4.27915282458024e-11,valid,3.717806725057053e-12,0.0088477901597535,0,1,0
1059,1.0,D95,0,0.3477705748799404,0,0.1384686705199071,0,0,0,6.539464592649135e-05,0,0,0,0,0,0,3.354612581250557e-07,1.8210286818340867e-05,0,0,0,0,0.6975157841230983,0,2,6,2.758781899490002e-37,"[""winword.exe""]",0,0,0.0001571541124726,0,0,3.400340829932859e-05,0,0.004057578791957,6.828130650534304e-06,0.1169259927171487,0,0,0,1.0,0,0.4159895365537747,1,none,0.0126185999663947,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,4,0,0,0,0,0.1827585124802093,valid,5.965729663851907e-06,0.0189782748506114,0,1,0
